snapshot_month,client_id,n_contacts,n_success_calls,n_fail_calls,n_sms,n_emails,bal_min_30d,bal_max_30d,bal_avg_30d,amt_sum_30d,risk_score,engagement_score,days_since_last_txn,is_term_deposit,is_credit_active,is_mobile_app_user,is_salary_client,is_churn_this_month
2025-03,C007432,1,1,0,0,0,166906.60882292382,351104.16887255554,268610.0,198553.84176453258,0.2556798113148485,0.809361235553389,40,0,0,1,1,0
2025-03,C007433,2,2,0,1,0,207430.8285799052,523155.193910662,292027.0,127891.92313246502,0.9957772099796145,0.27581290282004023,50,1,1,1,0,1
2025-03,C007434,3,0,3,0,0,43682.08449757834,71046.19999297576,67390.0,77359.77987523584,0.9683681104471468,0.18545056020231354,87,1,1,1,1,0
2025-03,C007435,2,0,2,1,0,101595.0416967785,183997.87431882872,119366.0,126497.60081559294,0.420184078186685,0.5685500527645,29,0,1,0,0,1
2025-03,C007436,0,0,0,2,0,181817.65253219905,303250.2255556392,227010.0,85656.4960182235,0.27285030476240346,0.37962055616762347,89,1,0,1,0,0
2025-03,C007437,3,1,2,1,1,108714.70764091762,279286.47095152177,192771.0,209167.30702746575,0.3656680676362316,0.16287412303877102,89,0,0,1,0,0
2025-03,C007438,4,2,2,0,1,75666.77691646463,118081.3473883792,117688.0,90280.2190950781,0.38087065475975845,0.6443491683698478,60,0,0,1,1,0
2025-03,C007439,4,3,1,0,1,173880.88594389666,255925.92406408544,244718.0,37677.66145245787,0.9681846372845829,0.8032257692700494,7,0,1,1,1,0
2025-03,C007440,2,1,1,1,0,62870.39286062167,232953.0686704305,153397.0,143311.00019233784,0.5775987880499353,0.7584202232302439,33,0,0,0,1,0
2025-03,C007441,3,1,2,0,0,24178.75616208174,90987.92128766817,57284.0,8835.858935671919,0.42914187540868076,0.601885107276575,87,1,1,1,0,1
2025-03,C007442,1,1,0,1,1,93888.75229224848,146999.7734378315,145838.0,56619.99098110773,0.634591966190206,,82,0,0,1,1,0
2025-03,C007443,2,1,1,1,0,52292.29935833473,199425.51811822192,118464.0,88675.81325369448,0.6374885748939186,0.06984836890326196,48,1,0,0,1,0
2025-03,C007444,3,1,2,1,1,13806.749198145744,39200.51885482132,32951.0,11349.439579338974,0.1375732052120512,0.292768207531483,42,0,1,1,0,0
2025-03,C007445,5,1,4,0,0,155242.32071390498,377179.6264363529,243624.0,216394.8548762806,0.6388985732937214,0.12726502480479962,6,0,1,1,0,0
2025-03,C007446,2,1,1,0,0,21426.738670796196,26687.4211306063,25217.0,8565.103516285979,0.37775320378939514,0.6670978675015937,76,0,1,1,0,0
2025-03,C007447,2,0,2,2,1,125400.91004900343,344259.37852130906,213180.0,188512.92516416736,0.4339044799368019,0.7208711676286986,68,0,1,1,0,0
2025-03,C007448,2,1,1,0,0,54711.05811792119,170057.36547081513,96189.0,68385.66202518049,0.1597593515766701,0.38013196013427064,74,0,0,1,0,0
2025-03,C007449,3,1,2,1,0,96097.33978660396,319175.1724772505,202332.0,70786.4367164639,0.5009097882384571,,18,1,0,1,1,0
2025-03,C007450,2,1,1,1,0,86653.90081092641,252543.67958365628,182341.0,20000.382321361267,0.6185280585226238,0.34616659250538595,16,0,1,0,1,1
2025-03,C007451,1,0,1,1,2,80122.95974129756,148443.404027617,102198.0,82568.18377907445,0.5077120655642628,0.7462532519189655,15,1,0,1,0,0
2025-03,C007452,1,0,1,0,0,39766.25394220409,57605.4302802649,50084.0,56327.51010968618,0.849896583147522,0.3547295006448594,88,0,0,1,1,0
2025-03,C007453,5,3,2,3,0,55874.37244564903,145569.23140767086,94012.0,112126.85146936434,0.43797396912584763,0.6460782369970617,82,1,1,1,1,0
2025-03,C007454,3,3,0,2,0,127433.94747437535,175371.36989461633,157482.0,18829.219488927236,0.024220871382115927,0.10356514953724638,29,0,0,0,0,0
2025-03,C007455,4,2,2,0,2,123349.0712325438,397187.8908639403,267905.0,123676.92384024178,0.737488099915308,0.535876548467504,62,0,1,1,0,0
2025-03,C007456,1,0,1,2,0,114462.86439205533,351797.345856777,210384.0,58577.78208118999,0.9964478241558884,0.94262574081635,48,0,1,1,1,0
2025-03,C007457,3,2,1,0,0,183707.03673896828,388983.82094809547,228137.0,220451.1284255536,0.19063108982954868,0.22924678646647034,16,1,1,1,0,0
2025-03,C007458,2,1,1,0,0,59333.45067546828,142960.12848388933,102547.0,19395.84376873694,0.2974332823459589,0.231752571222677,0,0,0,1,1,0
2025-03,C007459,3,0,3,1,1,179849.50425429645,332828.05998472706,262198.0,195559.77231368757,0.668666698031726,0.495174787651951,32,0,1,1,1,0
2025-03,C007460,1,1,0,2,2,128823.227655598,303336.9440400389,281750.0,32838.314021979975,0.36891809549234655,0.5723973445623711,59,1,1,1,1,0
2025-03,C007461,2,1,1,0,0,70186.04705400288,155586.69841438276,98204.0,39330.0343700836,0.3524186830378877,0.39210990417513225,76,0,0,1,1,0
2025-03,C007462,1,1,0,0,0,81183.74573190085,193145.62415554567,117522.0,,0.6442602588006979,0.1458995402041674,51,1,0,0,1,0
2025-03,C007463,2,0,2,2,3,58941.18953664937,115138.7031840726,83007.0,25075.289619360417,0.7560249216718089,0.05919355209021304,25,1,0,1,1,0
2025-03,C007464,0,0,0,2,1,121456.01742252313,265142.95600565313,149676.0,124839.39348910257,0.5667335089438924,0.024505243329301818,41,0,1,1,1,0
2025-03,C007465,2,2,0,0,1,128151.14029970605,371652.4752528236,281305.0,243156.60474344666,0.6397422919272198,0.4389825515757987,86,0,0,1,0,0
2025-03,C007466,2,1,1,1,0,101926.14580039974,189918.99478016593,116483.0,31948.464274234408,0.3522003702334786,0.8699301169520061,27,0,0,1,1,0
2025-03,C007467,2,0,2,0,0,13497.315185955464,33489.93097997481,21956.0,7694.047997304405,0.1324541494560344,0.6229073657993278,35,1,0,1,1,0
2025-03,C007468,3,1,2,1,0,18660.742350253364,23723.367369203443,21372.0,12379.20431449036,0.3723839900835276,0.10910822823802002,18,0,1,1,0,0
2025-03,C007469,3,2,1,1,0,110169.93336423107,398099.83256029943,231593.0,143896.19598826105,0.8417373011445989,0.3635094638107481,17,0,1,1,1,0
2025-03,C007470,1,0,1,3,0,33678.24150506457,99649.30513185913,74207.0,59517.4846988206,0.47140939978169993,0.8770157653031134,13,0,0,1,1,0
2025-03,C007471,3,1,2,0,0,122205.88115340863,254722.29066485498,161615.0,89331.4383147347,0.2064266138390194,0.4893047665362841,63,0,1,1,0,0
2025-03,C007472,4,1,3,0,0,246798.37404041263,407891.1267766146,279428.0,97991.39853756658,0.3898561116243138,0.6354496330314657,38,1,1,1,1,0
2025-03,C007473,1,1,0,1,0,229465.05734804118,405421.76047666103,259925.0,295273.4231415083,0.3870620835864559,0.26895923349076967,23,0,0,1,1,0
2025-03,C007474,5,1,4,0,1,99480.55875907274,197314.88412851645,190450.0,180934.02955212112,0.9711218362848426,0.7493754581735476,51,0,0,1,0,1
2025-03,C007475,4,1,3,0,3,26606.39027781038,77490.41941642604,48188.0,28155.846958708134,0.8545418684265206,0.49165987215880347,1,0,1,1,1,0
2025-03,C007476,2,1,1,1,0,56555.33143668509,85279.61442553333,65245.0,58518.72796176749,0.7493268575668107,0.812219278379427,10,0,1,0,0,0
2025-03,C007477,1,0,1,1,0,134480.84543651994,262517.6029533731,165033.0,104246.35421912045,0.8930818588929721,0.520759825815881,14,0,0,0,1,0
2025-03,C007478,4,2,2,1,0,97628.52196943534,164127.20011087667,161258.0,77298.15818581036,0.8124691941430779,0.3235468086765053,19,0,1,0,0,0
2025-03,C007479,7,3,4,0,0,99725.79137574072,152704.65619757515,139944.0,100782.39961783792,,0.6689688889355896,28,0,0,1,0,0
2025-03,C007480,0,0,0,1,1,54980.81214421648,92348.05430540236,66585.0,71456.1685027272,0.6716817282750156,0.6721718408740738,83,0,0,1,1,0
2025-03,C007481,1,0,1,0,0,77171.7512357905,174996.52203782886,122246.0,40426.796912428836,0.03305232604014097,0.675636927963394,31,0,0,0,1,0
2025-03,C007482,3,2,1,0,0,39635.953486242426,50147.25294302618,47095.0,10773.12945116982,0.6901420544206942,0.7530599868641146,44,0,1,1,0,1
2025-03,C007483,3,0,3,1,1,143627.9394619092,187648.30897788014,186328.0,179889.6154493297,0.4234585469443468,0.8496613142497621,29,0,1,0,0,0
2025-03,C007484,3,2,1,0,0,121557.75053608647,163733.49075562364,146939.0,16821.631360531992,0.9320917552666467,0.14838069901485795,7,1,0,1,0,0
2025-03,C007485,3,1,2,1,1,228869.37163860237,454596.8232798218,255074.0,,0.655620833298996,0.18506430386962747,50,0,1,1,1,0
2025-03,C007486,3,1,2,2,1,116742.73830985869,289929.01365459384,251369.0,284295.5317765742,0.13832209215366598,0.6219042402690251,71,0,0,1,1,1
2025-03,C007487,6,0,6,3,1,17809.32027249699,33114.36300441096,,17149.867843774864,0.8473340550487313,0.5439553728461656,75,1,1,0,0,0
2025-03,C007488,3,2,1,0,1,93099.10767391368,185643.73943861487,168275.0,148348.74474500414,0.8760980528955432,0.5863077842879052,67,1,0,1,1,0
2025-03,C007489,3,2,1,1,1,126196.5721737008,277068.7318489014,202782.0,119087.18721409875,0.7874927451499378,0.8361881419963413,31,1,0,1,1,1
2025-03,C007490,5,3,2,1,0,25987.834062989863,61650.75098443106,,21861.271508965347,0.47665408525833985,0.35100818779044896,60,1,1,1,0,0
2025-03,C007491,1,0,1,2,0,158334.3085644086,466104.98957800743,287662.0,167314.48396346613,0.6548203232295994,0.9710660036411514,63,0,1,0,0,0
2025-03,C007492,2,0,2,1,1,31373.626525237185,98294.79609058275,69654.0,81734.3462212404,0.9336053840016857,0.9874060263312244,69,1,1,0,0,1
2025-03,C007493,3,1,2,0,0,129665.75471361856,333787.29540287843,206032.0,49644.46067660688,0.3338761734008914,0.9913792767755664,9,0,1,0,1,0
2025-03,C007494,0,0,0,2,1,96537.62943175485,239307.7845411275,137651.0,95773.06623586945,0.5852646070567907,0.6123565688145658,89,1,1,0,0,0
2025-03,C007495,4,1,3,0,0,14993.116433332603,34466.88812192964,23251.0,3995.7561877644494,0.9802214117838901,0.5166940579249537,40,0,1,1,1,0
2025-03,C007496,4,0,4,1,1,126349.41219359172,359979.86745730723,263008.0,44011.15312099853,0.8565496748227652,0.21624420950597723,53,1,0,1,0,0
2025-03,C007497,4,2,2,1,0,95036.30807547653,193774.2137532356,123544.0,114872.76155851166,0.8513796481293635,0.6858273533564442,68,1,1,1,0,1
2025-03,C007498,2,2,0,1,1,18346.81689687233,31678.308392364375,26119.0,8858.025860400645,0.6719953984565923,0.4226318174310647,2,1,0,1,1,0
2025-03,C007499,6,4,2,2,1,32007.716347597187,69279.08945608369,44439.0,7387.328071789772,0.9023796735831838,0.35925850871835574,79,0,1,1,1,0
2025-03,C007500,3,0,3,1,0,82863.33925082097,236693.54307061614,160637.0,105629.261337166,0.15359338611753182,0.6814074208236683,66,1,0,0,1,0
2025-03,C007501,5,2,3,0,2,46891.85369194264,178322.14498221618,115739.0,97376.73503396234,0.14415298267815035,0.061896050445762185,37,0,0,1,0,0
2025-03,C007502,5,4,1,1,1,55708.64461250193,92588.64354169331,72581.0,56921.41117878308,0.286282608400403,0.052061963496011776,67,0,1,1,1,0
2025-03,C007503,4,1,3,2,0,203268.29045506997,270376.06373756117,255370.0,281559.1885220686,0.9069024796238759,0.2844914220019453,7,0,1,0,0,1
2025-03,C007504,1,0,1,1,3,21722.28306314913,55408.06706478515,33605.0,4400.326316014543,0.5480435027394718,0.36299488895559107,21,0,0,1,0,0
2025-03,C007505,3,1,2,0,1,78505.1730473322,202342.94224207185,119930.0,79718.11685846116,0.7925213609603241,0.22984964192565127,86,0,1,1,1,1
2025-03,C007506,4,1,3,2,1,183126.0530476252,247294.05010482503,211586.0,29806.5629981328,0.5746443663649408,0.43675331037622545,20,0,0,1,0,0
2025-03,C007507,2,1,1,1,0,99761.31720374974,331880.06330569444,213569.0,195730.70889298173,0.016515476489810887,0.34000393594386524,53,1,0,0,0,0
2025-03,C007508,5,2,3,1,0,60362.651094365974,88664.05266624923,71540.0,45614.4032056573,0.2969040906646039,0.23187100578124142,74,0,1,1,1,0
2025-03,C007509,3,1,2,0,0,134250.38671581357,295674.21876562905,253489.0,28035.794432768318,0.3743822209308951,0.021146595837905457,27,1,1,1,0,0
2025-03,C007510,4,1,3,1,0,96050.69367898548,177448.97264878347,147018.0,122499.59526992938,0.14094581480735746,0.10349845077085407,76,0,1,1,1,0
2025-03,C007511,0,0,0,0,0,53522.671534240886,73541.16324257334,60779.0,15884.32638441593,0.0993524421003732,0.7485521690404171,66,1,0,1,1,0
2025-03,C007512,5,4,1,0,0,18704.708678638017,42335.40435668802,25220.0,30070.649380697403,0.22340414333174718,0.46433621554880955,84,0,0,0,0,0
2025-03,C007513,3,2,1,2,1,165105.14559429223,302821.4514177466,187176.0,158580.1169898628,0.01673008589463365,0.3510042660842976,21,0,0,1,0,0
2025-03,C007514,3,3,0,0,0,207723.8284863729,353274.7487014257,238397.0,94120.81098408712,0.5693766360240053,0.3883906933661382,45,0,0,1,0,0
2025-03,C007515,3,1,2,2,1,52686.79953065099,106387.8712679649,66474.0,47021.32082862833,0.31559515563292895,,65,1,0,1,1,0
2025-03,C007516,3,1,2,1,1,176302.43884341107,384003.53615518287,221925.0,244136.07318565666,0.8439303381610501,0.549717554389275,9,0,1,0,1,0
2025-03,C007517,7,3,4,3,1,23610.116794898997,35130.56528273048,34711.0,20805.918340223467,0.3044748761448165,0.08835635371895656,42,0,1,1,0,0
2025-03,C007518,2,1,1,1,0,123537.43606047728,248502.03757763692,228100.0,171027.35349203253,,0.7848198377129969,84,0,1,1,1,0
2025-03,C007519,1,0,1,1,1,159899.6910942088,334870.51298157737,267519.0,108345.93543685299,0.14138453378235838,0.06700594438040208,59,1,1,1,0,0
2025-03,C007520,2,1,1,2,0,87772.87245684575,130117.34709453622,100599.0,10487.221174090702,0.6009423956595014,0.6310923266108502,30,0,1,1,0,0
2025-03,C007521,4,3,1,1,0,70399.23727965842,163276.8259744963,133953.0,142114.04293254935,0.22466554438780206,0.23846378382888767,22,0,0,0,1,0
2025-03,C007522,3,3,0,0,1,51969.13537254243,168088.46061096105,95931.0,28866.498659459055,0.27972446481026436,0.38978944562645435,6,0,1,1,0,0
2025-03,C007523,2,1,1,1,0,81086.2102243082,226914.3815877113,132615.0,37885.36840203514,0.03360201652939232,0.6375778320754788,24,1,0,1,0,0
2025-03,C007524,3,1,2,0,0,128590.5435815461,267248.5150925296,255953.0,43949.198987917065,0.46513846714441587,0.24147269729559473,82,0,0,0,0,1
2025-03,C007525,2,1,1,0,0,15600.629356711028,50035.971795156875,29081.0,34360.71100947862,0.6281613279254217,0.7214571466298403,43,0,1,1,1,0
2025-03,C007526,1,0,1,1,1,70302.59045472174,122403.56135323855,87258.0,37777.18923337533,0.9774994933316749,0.7798829622970865,78,0,1,1,1,0
2025-03,C007527,3,0,3,2,1,16107.157486974806,36511.32436171188,21369.0,10407.642184820072,0.2449665005378321,0.9077932040896296,7,1,0,1,1,0
2025-03,C007528,3,2,1,2,0,99869.38045319516,177218.93244488013,128758.0,22675.438223595465,0.8888110192372137,0.007000696484428803,77,0,0,1,1,0
2025-03,C007529,4,0,4,0,0,110992.70592603314,248319.93923548577,138533.0,102049.93170040534,0.3618086294327316,0.19211417102361805,6,1,0,1,1,0
2025-03,C007530,6,4,2,1,1,173431.95134349394,416636.96942506445,265647.0,300499.52717491094,0.5200717940499214,0.7633727520206076,71,0,1,1,1,0
2025-03,C007531,3,2,1,1,0,136281.15543460796,257181.41835746376,179236.0,117869.55484243059,0.39705733345597993,0.6077837775015349,57,0,0,1,0,0
2025-03,C007532,2,0,2,0,0,47805.44358099608,173687.10338846035,103672.0,95784.40867228093,0.8118898624284939,0.9393246651453232,12,1,1,0,0,0
2025-03,C007533,1,0,1,2,0,98853.99792515738,243577.05168311897,202645.0,191409.9788965512,0.731847736715966,0.7306789640320501,22,0,1,0,0,0
2025-03,C007534,5,2,3,3,0,93547.99837821804,242957.88878541568,226482.0,225962.87362763687,0.07814050057823796,0.5955755027768935,70,1,0,0,1,0
2025-03,C007535,2,1,1,0,2,53786.39820273358,187424.55628996436,111153.0,39381.118261206015,0.5201840055494391,0.024037167521009595,11,0,0,1,1,0
2025-03,C007536,4,1,3,2,0,57503.39938049529,198149.0013228879,110203.0,26780.193136960013,0.2853064100572861,0.06518188823069826,11,0,0,0,1,1
2025-03,C007537,2,1,1,0,2,58577.035760716906,213936.11821278126,126580.0,49585.13877542561,0.8972379798224208,0.8253990072011098,56,0,1,1,1,0
2025-03,C007538,3,1,2,0,0,193361.40935476552,393668.48384672304,237004.0,175658.88252893754,0.40977161086481195,0.5241935977258736,0,0,0,1,0,0
2025-03,C007539,6,5,1,1,0,61398.31598033509,132815.57645547643,87584.0,24410.47462519332,0.9530289700033302,0.07548037843736377,75,0,1,1,0,0
2025-03,C007540,2,0,2,1,1,27441.535469441533,36338.21480096342,34916.0,4449.944305820052,0.38888200323527533,0.6328281634687248,54,0,1,1,1,0
2025-03,C007541,3,0,3,3,1,78416.28449416043,186803.43193707455,112988.0,82445.02722872373,0.19165829331577044,0.5223821078423528,45,0,1,1,1,0
2025-03,C007542,0,0,0,0,1,12834.18639028407,26436.299376120187,25273.0,22087.314473841383,0.0409349936327299,0.30723151694533757,19,0,0,1,1,0
2025-03,C007543,5,2,3,1,0,105280.42324076021,253107.82730000585,151008.0,143680.53548934354,0.24569461624568534,0.8347235946594141,24,0,0,1,1,0
2025-03,C007544,2,1,1,0,4,71435.82632654773,162726.53432387122,95624.0,14565.773745459335,0.7980641085706732,0.5217692261688535,56,0,1,0,1,1
2025-03,C007545,1,0,1,0,0,182860.80558841737,299521.29435731604,207503.0,189931.29848314082,0.9963187262469194,0.5958074186749545,63,1,0,1,1,0
2025-03,C007546,6,6,0,0,0,81859.67007871773,228550.4955627364,130334.0,98835.94142352349,0.4226326201326228,0.6441106782586711,85,0,0,1,0,0
2025-03,C007547,0,0,0,0,0,132636.6856487844,259558.47723836286,197278.0,138435.08069835257,0.025561288448304298,0.04921694331654958,80,0,0,1,0,0
2025-03,C007548,2,0,2,1,1,154701.62690232368,245669.48898802995,241151.0,38333.55002855828,0.4370149170500013,0.9994056419135515,87,0,1,0,0,1
2025-03,C007549,5,2,3,2,2,144367.98603587758,225217.17109705566,196539.0,97920.32932473179,0.4935113182715525,0.8515284343550528,36,0,0,0,1,0
2025-03,C007550,3,1,2,1,0,10168.795366700579,28648.6289050124,16778.0,6511.247990695102,0.8352201423373768,0.9620346603196792,34,0,1,1,1,0
2025-03,C007551,2,0,2,0,0,83242.20235621056,176247.15307301754,121877.0,99425.669941084,0.7930389017199774,0.2942327046956611,12,0,1,0,1,0
2025-03,C007552,0,0,0,2,0,6662.854559642526,17636.06599722766,10929.0,3797.3115444908367,0.5369693485277075,0.22209578309760036,18,0,1,1,0,0
2025-03,C007553,2,2,0,0,0,2001.80372875653,8240.915570900323,4734.0,3440.3935185261066,,0.0742877727697705,80,0,1,1,1,1
2025-03,C007554,2,1,1,2,0,81059.15332102927,191424.58044340753,130018.0,81165.3509791019,0.11616102310037868,0.6744596197883672,52,1,1,1,0,0
2025-03,C007555,2,0,2,2,1,29216.053886498183,73435.63217350196,67776.0,11009.85804825654,0.045839634739048285,0.44001122472268295,49,1,0,1,1,0
2025-03,C007556,0,0,0,0,1,135876.4216030508,192962.01177400994,190455.0,127702.53500506717,0.7690014645814118,0.028078371142229774,39,0,0,1,0,1
2025-03,C007557,4,0,4,1,1,48264.973108792845,77638.67871191104,62335.0,60059.904918909284,0.28699170424589326,0.258837475854673,67,0,0,1,1,0
2025-03,C007558,4,3,1,0,0,76118.49984568622,184211.81916049926,108089.0,79281.19213388441,0.8034441551821327,0.25393671784930383,56,1,0,0,1,0
2025-03,C007559,4,4,0,0,1,5140.664215579834,11845.859580210403,8596.0,8684.063792331957,0.12210042388452802,0.7594434590815684,14,0,1,1,1,0
2025-03,C007560,3,0,3,0,0,143055.46410215404,268594.6520047635,159813.0,187651.02368152703,0.8889072083883275,0.4923391901055397,2,1,0,1,0,0
2025-03,C007561,3,1,2,3,0,89752.05728016053,201205.61163667662,164807.0,169514.1667635085,0.8095716123782841,0.2277838631246908,2,0,0,1,0,0
2025-03,C007562,5,2,3,1,1,79574.84896855643,121515.35711066221,97983.0,48403.129653335054,0.5265838200679718,0.06736303915830888,2,0,0,1,1,0
2025-03,C007563,2,0,2,3,0,7502.154173604867,18178.238123112842,10433.0,2316.8259200869134,0.18380389232394811,0.6475226729911417,2,0,1,1,1,1
2025-03,C007564,3,2,1,0,0,155587.39733661493,365523.15360990324,284335.0,212942.86682311812,0.32326852670174455,0.5746633958448794,47,0,0,1,1,0
2025-03,C007565,5,4,1,3,0,3984.3815118182997,7945.728975836532,5223.0,3293.351075473962,0.04204346476789067,0.6449620935876588,28,1,1,1,1,0
2025-03,C007566,7,3,4,1,0,14482.256725168954,19282.20729061282,16363.0,14327.580830644949,0.45052825116518425,0.27341382469889564,75,1,0,1,1,0
2025-03,C007567,1,0,1,0,0,41925.70233321509,84710.35848688986,61543.0,49160.87527484605,0.6286371971664669,0.48192164928798287,15,0,0,0,0,0
2025-03,C007568,3,0,3,0,2,65307.91023495186,105555.62535329582,84488.0,96745.21175754703,0.21097601631080565,0.7315586451303109,22,1,1,1,1,0
2025-03,C007569,5,2,3,0,1,15385.279440095936,27507.799666919396,22030.0,21747.286565650542,0.031452255478589874,0.41536794302677393,27,0,1,1,1,0
2025-03,C007570,6,3,3,2,0,132645.49862889352,300633.45214569353,232338.0,144414.46588226923,0.6531649535244752,0.4657223438005049,79,1,1,1,1,0
2025-03,C007571,2,1,1,1,0,185870.38123495903,388296.6836027273,246972.0,259016.09625645087,0.6417650041285647,0.5977306605173972,52,0,0,0,1,0
2025-03,C007572,3,2,1,1,0,70800.6022081429,142979.00298375322,137188.0,64295.24964123794,0.6737579053919083,0.26946101460430116,83,0,1,0,1,1
2025-03,C007573,5,2,3,0,1,48264.60089861693,85047.12161903628,70400.0,54354.17702269107,0.47039894937785887,0.899377454718325,48,1,1,1,1,0
2025-03,C007574,3,3,0,2,1,39037.916821673294,79192.24617243923,73857.0,51826.729571767624,0.01355074494709052,0.2615346408896715,12,0,1,1,0,0
2025-03,C007575,1,0,1,1,2,178888.56702806658,264076.1798510396,208829.0,190342.46786721094,0.9442017178866168,0.986291103555395,32,1,0,1,1,0
2025-03,C007576,2,1,1,0,1,8793.038010461634,14621.310563582147,12707.0,3770.4233200563017,0.9346526863302858,0.9352115469439941,35,1,1,0,1,0
2025-03,C007577,2,1,1,0,4,83913.07620064737,258850.92317047872,143915.0,148531.19167194355,0.05932020235836999,0.06491757959450095,20,0,1,1,1,0
2025-03,C007578,5,2,3,0,0,193780.9476779334,381024.36202456494,216431.0,242357.6456584388,,0.9278918795809552,19,0,1,0,1,0
2025-03,C007579,2,0,2,1,0,194362.4002733635,389180.590378647,243025.0,112862.19229874632,0.7713093079061226,0.7463164521884544,21,0,1,0,1,1
2025-03,C007580,3,0,3,0,2,108202.06839487918,207342.87257191123,166817.0,93533.73631740094,0.96233089516286,0.42064986599449183,46,0,1,1,1,0
2025-03,C007581,5,1,4,2,0,84535.0029464539,161037.5401622043,131449.0,154633.40109843167,0.8756619575814611,0.3652568810774074,69,1,1,1,1,0
2025-03,C007582,2,1,1,1,0,135670.01878723147,321445.5727597172,182963.0,150312.59503065934,0.21056441209510313,0.08108321580120714,78,1,0,1,1,0
2025-03,C007583,3,3,0,0,0,71406.46551050186,100765.04542168017,86261.0,94367.94854323678,0.9050648690544253,0.34778529970278727,60,0,1,1,1,0
2025-03,C007584,0,0,0,0,0,233582.45146673385,361435.06917762326,288501.0,46481.87243899232,0.2809792678904204,0.35918222102382114,86,0,0,1,1,0
2025-03,C007585,3,1,2,0,0,117041.17847486392,207114.61669190446,144068.0,93559.1811866269,0.6233146918858323,0.9502996216847097,61,0,0,1,0,1
2025-03,C007586,2,0,2,0,1,193031.98104875052,468754.3109307102,260931.0,246993.4445729222,0.42587312467545324,0.2718090311107252,42,0,0,1,1,0
2025-03,C007587,5,2,3,1,0,165242.07673409357,372873.58325150656,242018.0,215769.8856345101,0.1677386237593489,0.5788129969594195,14,1,0,1,1,0
2025-03,C007588,4,1,3,0,0,94006.19078477316,278244.151589273,232665.0,60329.68534180581,0.5609274135526717,0.7233340590006705,29,1,1,1,1,0
2025-03,C007589,3,1,2,1,1,178696.7452346421,210336.01871472748,205996.0,,0.21498211349458485,0.8730536402068714,66,1,0,1,0,0
2025-03,C007590,5,3,2,0,0,35359.93162408651,104336.67561840222,68081.0,80576.37405736904,0.4290500587517424,0.7573481680220758,64,1,1,1,0,0
2025-03,C007591,1,1,0,1,0,58461.07328449675,209064.27746731346,137275.0,20383.441074347058,0.2821608944005879,0.022985804199765814,8,1,1,1,1,0
2025-03,C007592,5,3,2,2,0,7661.433530306668,18106.46018830412,11465.0,13125.183750904827,0.4393619709872316,0.20250609561175903,51,1,1,1,1,0
2025-03,C007593,3,2,1,1,1,204344.830224124,327691.641084589,280525.0,305173.26838279795,0.06340584179951925,0.14074139425344423,26,0,0,1,1,0
2025-03,C007594,4,2,2,2,1,105671.27623364546,210626.8237316167,154385.0,24485.084888877336,0.6847335335288643,0.5900660792783401,72,0,1,1,1,0
2025-03,C007595,2,1,1,1,2,156173.60947425402,285126.4689235343,260580.0,241831.50469545228,0.5468239672893784,0.720913422774398,27,0,0,1,1,0
2025-03,C007596,5,0,5,0,1,22748.38397389296,45643.864908352894,39980.0,5510.276089882165,0.4329415590789827,0.47605435171181276,8,0,0,1,0,1
2025-03,C007597,4,2,2,1,2,221579.36570857943,435841.3800303767,280829.0,188923.8260633054,0.43272097090966544,0.07753881514110628,81,0,1,0,1,1
2025-03,C007598,5,1,4,1,0,25905.292621921548,80177.10912890256,63827.0,10040.20800773064,0.5076159547160463,0.8414760117401812,11,0,1,1,0,0
2025-03,C007599,1,1,0,0,1,91380.19663598745,186973.2258924076,110552.0,123675.06228504487,0.29637965865165616,,69,0,0,0,0,0
2025-03,C007600,2,0,2,1,0,124100.05915445456,204610.79617509036,185601.0,43261.16500710205,0.6029862741720127,0.18772069205762087,38,1,0,0,1,0
2025-03,C007601,4,4,0,0,0,112120.85852510862,267515.8744470214,154532.0,26319.045592352257,0.8886300549416918,0.08442160946683552,83,0,0,1,1,0
2025-03,C007602,4,3,1,1,0,129684.3381131651,197455.33222885497,158457.0,155968.26052498343,0.25971229077573765,0.4473912110155174,62,1,1,0,1,0
2025-03,C007603,3,2,1,0,1,248240.9919609996,329552.2703089881,279180.0,68060.81599174012,0.9063483485769558,0.7651992717802787,76,1,0,0,0,0
2025-03,C007604,2,1,1,0,1,40719.5851398575,90333.12995962461,88557.0,101964.51342536775,,0.17264338293485215,58,0,0,1,0,0
2025-03,C007605,9,4,5,1,1,137450.37364551413,470190.0985295063,284368.0,337591.42880745104,0.7858493504485482,0.11345204798958808,27,0,0,1,1,0
2025-03,C007606,2,2,0,1,0,115369.18260188488,286499.8932917769,198364.0,127141.48390866558,0.5828826556893095,0.23931263220775822,38,0,1,1,1,0
2025-03,C007607,3,1,2,0,0,139536.4807053861,244718.2639973199,172196.0,151255.99169998863,0.07338618645634654,0.14094521953809414,45,1,0,1,0,0
2025-03,C007608,2,0,2,1,1,121224.24965792714,187251.20848513258,142416.0,169019.62573143188,0.34905473001886567,0.3953835712518303,56,0,1,0,1,0
2025-03,C007609,3,1,2,1,1,71044.45283478987,210994.03030004312,139231.0,37370.96302930714,0.9201919775212459,0.9307427311271974,44,1,0,1,0,0
2025-03,C007610,5,3,2,0,0,88110.34271346372,170890.26420780984,100655.0,106616.71722120617,0.4086124959375369,0.06801135740707842,84,0,0,0,1,0
