client_id,gender,age,marital_status,job_position,credit_sum,credit_month,tariff_id,score_shk,education,living_region,monthly_income,credit_count,overdue_credit_count,open_account_flg
3453,F,33,UNM,SPC,15470.0,10,1.6,0.645769,SCH,ПЕРМСКИЙ КРАЙ,22000.0,1.0,0.0,0
3454,M,43,MAR,SPC,17669.0,10,1.5,0.64572,GRD,ОБЛ МОСКОВСКАЯ,50000.0,0.0,0.0,0
3455,M,42,MAR,SPC,10490.0,10,1.5,0.405308,SCH,СВЕРДЛОВСКАЯ ОБЛ,25000.0,2.0,0.0,0
3456,F,30,MAR,SPC,21325.56,10,1.32,0.43984,SCH,ЧЕЛЯБИНСКАЯ ОБЛ,19000.0,1.0,0.0,1
3457,F,25,MAR,SPC,57259.0,10,1.6,0.488905,SCH,ОБЛ МОСКОВСКАЯ,40000.0,1.0,0.0,0
3458,M,29,UNM,UMN,26589.0,12,1.1,0.486877,GRD,МОСКВА,40000.0,1.0,0.0,0
3459,F,47,DIV,UMN,31577.0,10,1.6,0.614519,SCH,ТЮМЕНСКАЯ ОБЛ,30000.0,3.0,0.0,1
3460,F,28,UNM,SPC,12838.0,10,1.6,0.610298,GRD,ОБЛ НИЖЕГОРОДСКАЯ,32000.0,1.0,0.0,0
3461,F,55,UNM,SPC,33759.09,12,1.1,0.344171,GRD,НЕНЕЦКИЙ АО,80000.0,6.0,0.0,0
3462,F,32,UNM,SPC,17821.0,10,1.32,0.385865,GRD,ОБЛ АСТРАХАНСКАЯ,32000.0,3.0,1.0,0
3463,M,33,MAR,UMN,32990.0,12,1.6,0.278423,PGR,САМАРСКАЯ ОБЛ,60000.0,4.0,0.0,0
3464,M,35,MAR,SPC,53189.0,10,1.1,0.472078,SCH,ОБЛ МОСКОВСКАЯ,95000.0,1.0,0.0,0
3465,F,46,MAR,ATP,12260.0,10,1.1,0.409944,SCH,РЕСП. БАШКОРТОСТАН,50000.0,0.0,0.0,0
3466,F,42,UNM,SPC,65943.0,10,1.16,0.409032,GRD,МОСКВА,50000.0,4.0,0.0,0
3467,M,43,MAR,SPC,8990.0,12,1.6,0.392183,SCH,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,40000.0,6.0,0.0,0
3468,F,26,UNM,SPC,21100.0,10,1.1,0.445303,SCH,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,45000.0,1.0,0.0,0
3469,M,33,MAR,SPC,27786.0,12,1.1,0.41829,SCH,ОБЛ ТЮМЕНСКАЯ,40000.0,4.0,0.0,0
3470,F,36,CIV,SPC,44580.0,14,1.0,0.301743,GRD,СТАВРОПОЛЬСКИЙ КРАЙ,40000.0,0.0,0.0,0
3471,F,39,UNM,SPC,33858.0,10,1.1,0.319106,GRD,КРАСНОЯРСКИЙ КРАЙ,30000.0,2.0,0.0,0
3472,M,27,UNM,SPC,48168.0,10,1.1,0.38956,GRD,ОРЛОВСКАЯ ОБЛ,45000.0,2.0,0.0,0
3473,F,61,WID,PNA,21189.0,12,1.6,0.654257,SCH,ТУЛЬСКАЯ ОБЛ,15000.0,1.0,0.0,0
3474,F,32,UNM,SPC,26918.0,12,1.6,0.652901,SCH,ЧЕЛЯБИНСКАЯ ОБЛ,25000.0,3.0,0.0,1
3475,F,46,MAR,SPC,26169.0,10,1.6,0.676867,GRD,РЕСП БАШКОРТОСТАН,30000.0,3.0,0.0,0
3476,M,27,MAR,SPC,13109.0,10,1.4,0.467198,SCH,ОБЛ КАЛУЖСКАЯ,35000.0,0.0,0.0,0
3477,M,38,MAR,SPC,31578.0,10,1.6,0.676754,SCH,ТАТАРСТАН РЕСП,35000.0,0.0,0.0,0
3478,M,32,MAR,SPC,43198.0,10,1.6,0.534679,UGR,САМАРСКАЯ ОБЛАСТЬ,40000.0,1.0,0.0,0
3479,F,36,MAR,SPC,16480.0,10,1.5,0.427565,GRD,ОБЛ МОСКОВСКАЯ,35000.0,0.0,0.0,0
3480,M,57,MAR,SPC,15707.0,12,1.1,0.54482,SCH,ОБЛ ИРКУТСКАЯ,30000.0,2.0,0.0,0
3481,F,40,UNM,SPC,7129.0,10,1.6,0.561795,SCH,КРАСНОДАРСКИЙ КРАЙ,18000.0,1.0,0.0,0
3482,F,33,DIV,SPC,15127.0,10,1.1,0.381955,SCH,ОБЛ КИРОВСКАЯ,35000.0,3.0,0.0,0
3483,M,31,MAR,WRK,49900.0,6,1.6,0.44875,SCH,МОСКВА,45000.0,2.0,0.0,0
3484,F,26,UNM,SPC,14470.0,12,1.0,0.623218,SCH,КРАЙ СТАВРОПОЛЬСКИЙ,15000.0,2.0,0.0,0
3485,M,41,MAR,SPC,61269.0,10,1.1,0.436634,SCH,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,65000.0,1.0,0.0,0
3486,M,27,UNM,SPC,28257.0,12,1.6,0.699172,GRD,ОБЛ ЛЕНИНГРАДСКАЯ,26500.0,1.0,0.0,1
3487,F,33,UNM,SPC,35991.0,10,1.16,0.465976,GRD,ОБЛ ВОЛОГОДСКАЯ,40000.0,9.0,0.0,1
3488,M,31,MAR,BIS,27727.0,10,1.32,0.36755,GRD,КРАСНОДАРСКИЙ КРАЙ,70000.0,1.0,0.0,1
3489,F,32,DIV,ATP,15618.0,10,1.1,0.409608,SCH,СМОЛЕНСКАЯ ОБЛАСТЬ,21000.0,1.0,0.0,0
3490,F,48,MAR,SPC,13568.0,12,1.1,0.516237,SCH,ОБЛ МУРМАНСКАЯ,33000.0,6.0,0.0,0
3491,F,51,UNM,SPC,15776.0,12,1.1,0.272689,GRD,СМОЛЕНСКАЯ ОБЛ,17000.0,1.0,0.0,0
3492,F,45,MAR,SPC,48868.0,10,1.6,0.491286,GRD,РЕСП. БАШКОРТОСТАН,50000.0,0.0,0.0,0
3493,M,37,MAR,SPC,16078.0,10,1.32,0.357534,SCH,РЕСП БАШКОРТОСТАН,60000.0,2.0,0.0,0
3494,F,36,DIV,UMN,26538.0,10,1.6,0.647894,GRD,КРАСНОДАРСКИЙ КРАЙ,40000.0,4.0,0.0,0
3495,F,23,UNM,SPC,6289.0,12,1.1,0.520078,UGR,РОСТОВСКАЯ ОБЛ,30000.0,0.0,0.0,1
3496,F,28,MAR,SPC,80588.0,12,1.1,0.440915,GRD,САНКТ-ПЕТЕРБУРГ Г,28000.0,1.0,0.0,0
3497,F,42,DIV,SPC,25670.0,10,1.6,0.575999,SCH,СВЕРДЛОВСКАЯ ОБЛАСТЬ,15000.0,,,0
3498,F,26,MAR,SPC,24325.0,10,1.32,0.317075,GRD,ОБЛ НИЖЕГОРОДСКАЯ,22000.0,3.0,0.0,0
3499,M,55,MAR,SPC,6656.0,12,1.44,0.275925,GRD,ОБЛ ТЮМЕНСКАЯ,100000.0,3.0,0.0,0
3500,F,60,UNM,SPC,28278.0,10,1.43,0.558287,SCH,САХА /ЯКУТИЯ/ РЕСП,34000.0,0.0,0.0,0
3501,M,28,MAR,SPC,29978.0,10,1.6,0.532713,GRD,ОБЛ ИВАНОВСКАЯ,42000.0,2.0,0.0,0
3502,F,32,UNM,SPC,55341.0,11,1.4,0.326439,UGR,МОСКВА Г,50000.0,5.0,0.0,0
3503,F,27,MAR,SPC,54188.0,10,1.1,0.402075,GRD,КРАСНОЯРСКИЙ КРАЙ,35000.0,1.0,0.0,0
3504,F,25,UNM,SPC,21490.0,12,1.5,0.475354,UGR,ПЕРМСКИЙ КРАЙ,30000.0,1.0,0.0,0
3505,M,25,UNM,SPC,11560.0,10,1.1,0.406814,GRD,ОБЛ ИРКУТСКАЯ,23000.0,,,0
3506,F,51,MAR,SPC,4980.0,6,1.1,0.377661,SCH,РЕСП БАШКОРТОСТАН,15000.0,1.0,0.0,1
3507,F,42,MAR,SPC,6990.0,6,1.1,0.483942,SCH,ОБЛ МОСКОВСКАЯ,30000.0,1.0,0.0,1
3508,F,44,MAR,SPC,19208.0,18,1.1,0.301059,GRD,ОБЛ КИРОВСКАЯ,40000.0,5.0,0.0,0
3509,F,43,MAR,SPC,13689.0,12,1.43,0.716496,SCH,ОБЛ НИЖЕГОРОДСКАЯ,28000.0,7.0,0.0,0
3510,M,26,MAR,SPC,19570.0,12,1.1,0.439926,GRD,ОБЛ ИРКУТСКАЯ,55000.0,7.0,0.0,0
3511,F,44,MAR,SPC,20770.0,36,1.0,0.215471,GRD,ОБЛ ВОЛОГОДСКАЯ,27000.0,3.0,0.0,0
3512,M,29,UNM,UMN,8439.0,12,1.1,0.49632,GRD,ХАНТЫ-МАНСИЙСКИЙ АО,30000.0,2.0,0.0,1
3513,M,29,UNM,SPC,33477.0,12,1.6,0.714108,GRD,СВЕРДЛОВСКАЯ ОБЛ,32000.0,0.0,0.0,0
3514,M,54,MAR,SPC,7979.0,6,1.1,0.300145,SCH,ОБЛ МОСКОВСКАЯ,44000.0,5.0,0.0,1
3515,F,58,MAR,SPC,19612.8,10,1.2,0.539436,SCH,ОБЛ МОСКОВСКАЯ,25000.0,0.0,0.0,0
3516,M,32,MAR,SPC,6090.0,6,1.1,0.303554,SCH,Г. МОСКВА,29000.0,0.0,0.0,0
3517,F,32,MAR,SPC,12039.0,6,1.6,0.41694,SCH,УДМУРТСКАЯ РЕСП,16000.0,1.0,0.0,0
3518,F,54,UNM,UMN,60379.0,10,1.44,0.700525,GRD,КРАЙ ЗАБАЙКАЛЬСКИЙ,39000.0,3.0,0.0,0
3519,F,59,MAR,PNA,42482.22,10,1.32,0.415442,GRD,САХА /ЯКУТИЯ/ РЕСП,73000.0,2.0,0.0,1
3520,F,35,UNM,SPC,17758.0,10,1.1,0.463437,SCH,КРАСНОЯРСКИЙ КРАЙ,70000.0,3.0,0.0,0
3521,M,32,MAR,SPC,13958.0,10,1.4,0.442328,SCH,ОБЛ КУРГАНСКАЯ,40000.0,0.0,0.0,0
3522,F,18,UNM,SPC,45088.0,12,1.6,0.623677,SCH,САРАТОВСКАЯ ОБЛАСТЬ,20000.0,,,0
3523,F,36,MAR,SPC,16510.0,24,1.1,0.355645,GRD,ОБЛ САМАРСКАЯ,15000.0,2.0,0.0,1
3524,M,22,UNM,SPC,5858.0,6,1.1,0.606272,SCH,ЧЕЛЯБИНСКАЯ ОБЛ,15000.0,,,1
3525,M,27,UNM,SPC,63290.0,24,1.0,0.282149,GRD,РЕСП БАШКОРТОСТАН,55000.0,4.0,0.0,0
3526,F,33,MAR,SPC,58938.0,12,1.6,0.645938,GRD,МОСКВА,42000.0,1.0,1.0,0
3527,F,51,DIV,SPC,12660.0,10,1.6,0.617431,SCH,РОСТОВСКАЯ ОБЛАСТЬ,35000.0,0.0,0.0,0
3528,F,61,MAR,SPC,10611.36,12,1.6,0.577319,SCH,ОБЛ НИЖЕГОРОДСКАЯ,37000.0,6.0,0.0,0
3529,F,32,MAR,SPC,34568.0,12,1.1,0.355349,SCH,ЯРОСЛАВСКАЯ ОБЛАСТЬ,32500.0,,,0
3530,M,23,UNM,SPC,27568.0,12,1.4,0.734114,UGR,,55000.0,,,0
3531,M,24,UNM,UMN,26361.0,10,1.32,0.380942,SCH,ОБЛ ВЛАДИМИРСКАЯ,50000.0,,,1
3532,M,27,MAR,SPC,11087.0,10,1.1,0.445387,UGR,ОБЛ МОСКОВСКАЯ,50000.0,1.0,0.0,0
3533,F,38,MAR,SPC,36767.0,24,1.1,0.479658,SCH,КРАСНОДАРСКИЙ КРАЙ,40000.0,2.0,0.0,1
3534,M,30,MAR,SPC,18068.0,10,1.1,0.396446,GRD,ОБЛ МОСКОВСКАЯ,70000.0,0.0,0.0,0
3535,M,35,UNM,SPC,18787.0,6,1.3,0.362133,GRD,ОБЛ МОСКОВСКАЯ,40000.0,1.0,0.0,0
3536,M,41,UNM,SPC,22738.0,10,1.6,0.642902,GRD,САХАЛИНСКАЯ ОБЛАСТЬ,50000.0,1.0,0.0,0
3537,F,32,WID,SPC,27920.0,12,1.6,0.721136,SCH,ОБЛ ВОЛГОГРАДСКАЯ,37000.0,0.0,0.0,0
3538,F,25,UNM,SPC,54888.0,10,1.1,0.390849,GRD,ОБЛ ВОРОНЕЖСКАЯ,35000.0,,,0
3539,F,24,UNM,ATP,18490.0,3,1.5,0.174173,GRD,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,18000.0,1.0,0.0,0
3540,M,32,MAR,INP,27690.0,12,1.1,0.396446,SCH,ОБЛ НИЖЕГОРОДСКАЯ,50000.0,2.0,0.0,0
3541,F,55,DIV,SPC,6268.0,10,1.1,0.451082,SCH,ОБЛ КЕМЕРОВСКАЯ,18000.0,2.0,0.0,0
3542,M,24,UNM,SPC,41270.0,12,1.1,0.52829,SCH,ХАНТЫ-МАНСИЙСКИЙ АО,35000.0,0.0,0.0,0
3543,F,55,MAR,SPC,24176.0,10,1.4,0.428283,SCH,ТАТАРСТАН РЕСП,23000.0,5.0,0.0,0
3544,F,41,MAR,SPC,28978.0,10,1.4,0.396093,GRD,КРАСНОЯРСКИЙ КРАЙ,35000.0,7.0,0.0,0
3545,F,35,UNM,SPC,12712.0,10,1.1,0.441172,GRD,ОБЛ ВЛАДИМИРСКАЯ,22000.0,0.0,0.0,0
3546,F,39,MAR,SPC,52370.0,10,1.1,0.343548,GRD,ОБЛ МОСКОВСКАЯ,50000.0,2.0,0.0,0
3547,F,26,MAR,ATP,18659.0,36,1.1,0.487837,SCH,РЕСПУБЛИКА КОМИ,30000.0,3.0,0.0,0
3548,F,29,MAR,SPC,19620.0,12,1.43,0.609691,SCH,ОБЛ ВОЛГОГРАДСКАЯ,19000.0,6.0,1.0,0
3549,F,25,MAR,SPC,17329.0,10,1.1,0.457566,SCH,СТАВРОПОЛЬСКИЙ КРАЙ,11000.0,3.0,0.0,0
3550,F,28,UNM,SPC,11818.0,12,1.1,0.366646,GRD,САМАРСКАЯ ОБЛ,19000.0,1.0,0.0,0
3551,F,29,UNM,SPC,55824.0,24,1.1,0.361613,GRD,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,70000.0,4.0,0.0,0
3552,M,23,DIV,SPC,17000.0,12,1.1,0.52793,SCH,РОСТОВСКАЯ ОБЛАСТЬ,20000.0,1.0,0.0,0
3553,F,37,UNM,SPC,19682.0,10,1.32,0.425987,GRD,РЕСП ТАТАРСТАН,34500.0,2.0,0.0,0
3554,F,42,DIV,DIR,31427.0,12,1.1,0.374336,GRD,КРАСНОДАРСКИЙ КРАЙ,50000.0,1.0,0.0,1
3555,M,43,MAR,SPC,19606.0,10,1.32,0.375649,GRD,РЕСПУБЛИКА ТАТАРСТАН,30000.0,2.0,0.0,0
3556,F,27,DIV,SPC,19168.0,12,1.1,0.267859,GRD,СВЕРДЛОВСКАЯ ОБЛ,53000.0,3.0,0.0,0
3557,M,40,DIV,SPC,15303.53,10,1.6,0.72017,SCH,ОБЛ МОСКОВСКАЯ,30000.0,2.0,0.0,1
3558,F,27,MAR,SPC,29368.0,10,1.6,0.756915,SCH,РЕСПУБЛИКА ТАТАРСТАН,28200.0,1.0,0.0,0
3559,M,43,DIV,BIS,11880.0,6,1.4,0.279701,SCH,ОБЛ ВОРОНЕЖСКАЯ,30000.0,1.0,0.0,0
3560,M,33,MAR,SPC,15992.0,10,1.32,0.429491,SCH,БАШКОРТОСТАН РЕСП,30000.0,2.0,0.0,0
3561,F,53,MAR,SPC,5839.0,6,1.4,0.458215,SCH,КРАЙ ПЕРМСКИЙ,66000.0,6.0,0.0,0
3562,M,47,MAR,SPC,17958.0,10,1.1,0.274969,SCH,СВЕРДЛОВСКАЯ ОБЛ,50000.0,2.0,0.0,0
3563,M,31,MAR,SPC,35991.0,10,1.16,0.41469,GRD,ОБЛ ВОЛОГОДСКАЯ,35000.0,5.0,0.0,0
3564,F,36,UNM,SPC,34191.0,10,1.16,0.245132,GRD,ОБЛ САМАРСКАЯ,19000.0,2.0,0.0,0
3565,F,67,WID,SPC,18177.0,12,1.6,0.634457,SCH,САРАТОВСКАЯ ОБЛ,20000.0,3.0,0.0,1
3566,F,21,MAR,SPC,18229.0,10,1.6,0.739597,UGR,ОБЛ МОСКОВСКАЯ,35000.0,,,0
3567,M,34,DIV,SPC,51589.0,10,1.6,0.64424,GRD,РЕСП КОМИ,50000.0,2.0,0.0,0
3568,M,38,MAR,SPC,8879.0,6,1.7,0.421936,SCH,ОБЛ ИВАНОВСКАЯ,15000.0,0.0,0.0,0
3569,F,26,MAR,SPC,13318.0,10,1.6,0.564086,SCH,СТАВРОПОЛЬСКИЙ КРАЙ,7500.0,5.0,0.0,0
3570,M,37,MAR,UMN,26433.0,12,1.4,0.310643,GRD,ЯМАЛО-НЕНЕЦКИЙ АО,80000.0,5.0,0.0,0
3571,F,30,DIV,SPC,29968.0,12,1.43,0.646591,SCH,ХАБАРОВСКИЙ КРАЙ,39000.0,1.0,0.0,0
3572,M,23,UNM,SPC,17990.0,12,1.6,0.664443,SCH,РЕСП БАШКОРТОСТАН,25000.0,0.0,0.0,0
3573,M,24,MAR,SPC,19589.0,12,1.6,0.737756,GRD,РЕСПУБЛИКА ТАТАРСТАН,35000.0,1.0,0.0,0
3574,M,27,MAR,SPC,23391.0,10,1.16,0.245132,GRD,РЕСП. БАШКОРТОСТАН,40000.0,1.0,0.0,0
3575,F,44,DIV,SPC,15369.0,12,1.1,0.486136,GRD,ОБЛ БРЯНСКАЯ,19000.0,6.0,1.0,1
3576,F,29,UNM,SPC,27707.0,12,1.4,0.441729,UGR,ОБЛ МОСКОВСКАЯ,55000.0,0.0,0.0,0
3577,M,40,CIV,SPC,12636.0,10,1.3,0.421982,SCH,РЕСП ТАТАРСТАН,35000.0,2.0,0.0,0
3578,F,32,MAR,SPC,19936.0,10,1.4,0.408984,GRD,ЧЕЛЯБИНСКАЯ ОБЛ,17000.0,3.0,0.0,0
3579,M,69,MAR,UMN,15808.0,10,1.6,0.652186,SCH,СВЕРДЛОВСКАЯ ОБЛ,64000.0,0.0,0.0,0
3580,M,29,MAR,SPC,11559.0,10,1.6,0.588305,SCH,ОБЛ ВЛАДИМИРСКАЯ,20000.0,3.0,0.0,0
3581,F,64,MAR,PNA,16579.0,10,1.32,0.364828,SCH,РЕСП. БАШКОРТОСТАН,26000.0,1.0,0.0,0
3582,F,30,MAR,SPC,30569.0,12,1.1,0.401285,SCH,ОБЛ МОСКОВСКАЯ,25000.0,1.0,0.0,1
3583,F,29,MAR,UMN,35991.0,12,1.1,0.295271,GRD,ОБЛ МОСКОВСКАЯ,40000.0,4.0,0.0,0
3584,F,57,MAR,SPC,17675.0,10,1.32,0.307424,SCH,ОБЛ МУРМАНСКАЯ,63000.0,1.0,0.0,1
3585,F,29,MAR,SPC,28289.0,10,1.4,0.534132,SCH,ОБЛ ИРКУТСКАЯ,22000.0,1.0,0.0,0
3586,F,27,CIV,SPC,21088.89,10,1.32,0.452613,GRD,ОБЛ МОСКОВСКАЯ,45000.0,2.0,0.0,1
3587,F,64,WID,SPC,4791.0,6,1.1,0.470681,GRD,ОБЛ ВОЛОГОДСКАЯ,40000.0,0.0,0.0,0
3588,F,58,MAR,PNA,28978.0,10,1.6,0.616315,SCH,ОБЛ АСТРАХАНСКАЯ,25000.0,1.0,0.0,0
3589,M,24,UNM,SPC,14018.0,10,1.6,0.613762,UGR,ОБЛ КУРСКАЯ,20000.0,1.0,0.0,0
3590,F,57,MAR,SPC,28786.0,12,1.1,0.412042,GRD,МОСКВА,85000.0,2.0,0.0,0
3591,F,25,UNM,UMN,13179.0,10,1.6,0.591936,SCH,ОБЛ КУРГАНСКАЯ,20000.0,0.0,0.0,0
3592,F,34,UNM,SPC,45848.0,12,1.1,0.479998,GRD,РЕСПУБЛИКА КОМИ,40000.0,2.0,0.0,0
3593,M,32,MAR,SPC,24189.0,10,1.43,0.662117,GRD,ОБЛ МОСКОВСКАЯ,45000.0,1.0,0.0,0
3594,M,29,UNM,SPC,25619.0,12,1.1,0.526288,SCH,ОБЛ ИРКУТСКАЯ,30000.0,1.0,0.0,1
3595,M,33,MAR,UMN,68489.0,10,1.6,0.535802,GRD,ОБЛ ЛЕНИНГРАДСКАЯ,80000.0,4.0,1.0,0
3596,M,30,MAR,UMN,53189.0,10,1.1,0.437374,GRD,СВЕРДЛОВСКАЯ ОБЛ,60000.0,2.0,0.0,0
3597,M,30,MAR,UMN,28979.0,12,1.1,0.372187,GRD,ОБЛ ВОРОНЕЖСКАЯ,35000.0,4.0,0.0,0
3598,F,71,UNM,SPC,15918.0,10,1.1,0.439365,UGR,ОБЛ МОСКОВСКАЯ,68000.0,2.0,0.0,0
3599,F,27,MAR,SPC,9867.0,10,1.1,0.433217,SCH,ОБЛ КЕМЕРОВСКАЯ,18000.0,1.0,0.0,0
3600,F,37,UNM,SPC,26338.0,10,1.6,0.565093,SCH,ОБЛ МОСКОВСКАЯ,30000.0,1.0,0.0,0
3601,M,40,MAR,BIS,21506.82,12,1.1,0.345474,SCH,ЧЕЛЯБИНСКАЯ ОБЛ,25000.0,1.0,0.0,0
3602,F,34,CIV,SPC,11180.0,6,1.9,0.173654,SCH,КРАЙ СТАВРОПОЛЬСКИЙ,25000.0,1.0,0.0,0
3603,F,32,MAR,DIR,37480.0,10,1.5,0.407781,GRD,ХАБАРОВСКИЙ КРАЙ,45000.0,1.0,0.0,0
3604,F,35,DIV,SPC,33688.0,10,1.1,0.392132,SCH,ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - ЮГРА,45000.0,3.0,0.0,0
3605,M,30,MAR,SPC,7671.0,12,1.4,0.291953,GRD,ОБЛ ТЮМЕНСКАЯ,45000.0,2.0,0.0,0
3606,F,32,DIV,SPC,16669.0,10,1.6,0.526814,GRD,ОРЕНБУРГСКАЯ ОБЛАСТЬ,35000.0,4.0,0.0,0
3607,M,28,MAR,SPC,42990.0,10,1.6,0.581167,GRD,ТАТАРСТАН РЕСП,38000.0,0.0,0.0,0
3608,M,23,MAR,SPC,14641.11,10,1.1,0.413747,SCH,ЧЕЛЯБИНСКАЯ ОБЛАСТЬ,47000.0,1.0,0.0,0
3609,M,38,MAR,SPC,21908.89,10,1.1,0.461879,SCH,ЯРОСЛАВСКАЯ ОБЛ,55000.0,2.0,0.0,0
3610,F,26,DIV,SPC,14478.0,10,1.1,0.390128,SCH,ОБЛ МУРМАНСКАЯ,40000.0,2.0,0.0,0
3611,F,36,DIV,DIR,15192.0,8,1.9,0.404479,GRD,САНКТ-ПЕТЕРБУРГ,60000.0,0.0,0.0,0
3612,M,55,MAR,SPC,18490.0,10,1.32,0.36755,GRD,ОБЛ ИРКУТСКАЯ,30000.0,5.0,0.0,0
3613,F,31,UNM,SPC,18666.0,10,1.32,0.308234,GRD,ОБЛ КОСТРОМСКАЯ,25000.0,1.0,0.0,1
3614,M,22,UNM,SPC,25488.0,10,1.43,0.533971,UGR,СВЕРДЛОВСКАЯ ОБЛ,40000.0,1.0,0.0,0
3615,F,50,MAR,SPC,15990.0,12,1.1,0.263454,SCH,СВЕРДЛОВСКАЯ ОБЛ,26000.0,2.0,0.0,0
3616,M,25,UNM,SPC,33421.18,10,1.6,0.562034,GRD,РЕСПУБЛИКА ТЫВА,23100.0,0.0,0.0,0
3617,M,48,CIV,SPC,32490.0,10,1.0,0.34473,SCH,ОБЛ САМАРСКАЯ,25000.0,4.0,0.0,0
3618,F,28,CIV,SPC,42530.4,10,1.2,0.428059,GRD,РЕСП БАШКОРТОСТАН,25000.0,0.0,0.0,0
3619,M,25,UNM,SPC,30170.0,10,1.6,0.735131,GRD,КРАЙ ЗАБАЙКАЛЬСКИЙ,30000.0,0.0,0.0,0
3620,F,48,MAR,SPC,18426.0,10,1.6,0.713983,SCH,ТЫВА РЕСП,15000.0,1.0,0.0,0
3621,M,21,UNM,SPC,27520.45,12,1.1,0.44971,UGR,КРАСНОДАРСКИЙ КРАЙ,35000.0,1.0,0.0,1
3622,M,59,CIV,SPC,53888.0,10,1.6,0.624111,SCH,ТАТАРСТАН РЕСП,45000.0,1.0,0.0,0
3623,M,30,MAR,SPC,27180.0,10,1.1,0.407636,SCH,ОБЛ МОСКОВСКАЯ,35000.0,2.0,0.0,0
3624,M,30,MAR,UMN,56700.0,12,1.5,0.722509,GRD,МОСКВА,120000.0,1.0,0.0,0
3625,F,26,MAR,BIS,44588.0,12,1.9,0.442328,GRD,АО ХАНТЫ-МАНСИЙСКИЙ АВТОНОМНЫЙ ОКРУГ - Ю,45000.0,1.0,0.0,0
3626,M,29,UNM,SPC,4280.0,6,1.1,0.523645,SCH,ТЮМЕНСКАЯ ОБЛ,33000.0,3.0,0.0,0
3627,M,22,UNM,SPC,34458.0,12,1.6,0.811517,SCH,ОБЛ АМУРСКАЯ,50000.0,2.0,0.0,0
3628,F,39,MAR,SPC,13009.0,10,1.1,0.38513,SCH,ОБЛ МОСКОВСКАЯ,25000.0,1.0,0.0,0
3629,F,38,MAR,SPC,26693.18,12,1.1,0.397952,GRD,ТАТАРСТАН РЕСП,10000.0,1.0,0.0,0
3630,M,36,MAR,SPC,25589.0,10,1.5,0.626322,UGR,ХАБАРОВСКИЙ КРАЙ,96000.0,2.0,0.0,0
3631,F,50,UNM,DIR,11102.0,4,1.4,0.486062,UGR,ОБЛ ОРЕНБУРГСКАЯ,16000.0,1.0,0.0,0
3632,M,46,MAR,SPC,29968.0,12,1.6,0.675647,SCH,КРАЙ ЗАБАЙКАЛЬСКИЙ,45000.0,1.0,0.0,0
3633,F,49,CIV,UMN,12316.5,24,1.0,0.358823,GRD,САНКТ-ПЕТЕРБУРГ,35000.0,1.0,0.0,1
3634,F,30,UNM,SPC,52210.0,14,1.9,0.244613,GRD,ОБЛ САМАРСКАЯ,50000.0,1.0,0.0,0
3635,M,47,MAR,SPC,16969.0,12,1.1,0.352183,GRD,ОБЛ НИЖЕГОРОДСКАЯ,34000.0,1.0,0.0,0
3636,M,57,MAR,SPC,12717.0,12,1.1,0.562242,SCH,ТУЛЬСКАЯ ОБЛ,32000.0,2.0,0.0,0
3637,F,33,MAR,SPC,16570.0,10,1.32,0.464391,GRD,ОБЛ ВОЛГОГРАДСКАЯ,15000.0,1.0,0.0,0
3638,M,37,UNM,SPC,52968.0,10,1.6,0.732533,SCH,МОСКВА,60000.0,1.0,0.0,1
3639,M,43,MAR,SPC,22807.0,10,1.4,0.484836,SCH,ОБЛ НИЖЕГОРОДСКАЯ,30000.0,1.0,0.0,0
3640,F,55,DIV,SPC,21892.0,12,1.19,0.418243,SCH,ОБЛ ТЮМЕНСКАЯ,35000.0,1.0,0.0,0
3641,M,55,DIV,SPC,31912.0,10,1.32,0.501809,SCH,САХАЛИНСКАЯ ОБЛАСТЬ,45000.0,6.0,0.0,1
3642,M,37,UNM,SPC,18990.0,10,1.9,0.651446,SCH,КРАЙ СТАВРОПОЛЬСКИЙ,15000.0,0.0,0.0,0
3643,M,24,MAR,SPC,24308.0,10,1.6,0.66249,GRD,САХА /ЯКУТИЯ/ РЕСП,40000.0,,,0
3644,M,51,MAR,UMN,30008.0,12,1.6,0.601613,SCH,РОСТОВСКАЯ ОБЛАСТЬ,30000.0,3.0,1.0,1
3645,F,61,MAR,PNA,27669.0,10,1.6,0.669542,SCH,КРАСНОДАРСКИЙ КРАЙ,28200.0,0.0,0.0,0
3646,F,22,UNM,SPC,12660.0,3,1.4,0.493105,GRD,ОБЛ НИЖЕГОРОДСКАЯ,35000.0,,,1
3647,F,45,MAR,SPC,27347.0,10,1.43,0.668692,SCH,ОРЕНБУРГСКАЯ ОБЛ,25000.0,3.0,0.0,0
3648,F,46,UNM,SPC,8361.7,6,1.1,0.484911,GRD,ЧЕЛЯБИНСКАЯ ОБЛ,22500.0,2.0,0.0,0
